"event_title","event_id","event_subtitle","event_type","event_desc","event_loc","event_start","event_end","exp_attendance","exp_participants","event_host","event_url","event_address","latitude","longitude"
"Daily Food Trucks","50973","","FESTIVAL","You are in for a special treat! Every day this summer, one of San Diego’s most popular food trucks is serving up your favorite dishes during daytime hours on Village Place near Spanish Village in Balboa Park.","Village Place and Old Globe Way","2018-08-05 11:00:00","2018-08-05 16:00:00","","","Parks & Rec & Balboa Park Conservancy","www.balboaparkconservancy.org/project/daily-food-trucks-park/","Village Place and Old Globe Way","32.7328019","-117.147906"
"Sunday Artisan Market","50567","","FARMERS","The Sunday Artisan Market provides space for local artisans, crafters, & retailers to display and sell their goods and services The market also provides a venue far local entertainers to perform and space for other community organizations to promote their activities. ","5th Avenue between Market Street and Island Avenue","2018-08-05 10:00:00","2018-08-05 15:00:00","3,000","20","Gaslamp Quarter Association","www.gaslamp.org","5th Avenue & Market Street","32.7313918","-117.1602848"
"2018 Hillcrest Farmers' Market (Sundays)","49932","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!
","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2018-08-05 09:00:00","2018-08-05 14:00:00","2,000","400","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street ","32.748542300000004","-117.149901"
"Old Town Artisan's Market","50384","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift
items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street","2018-08-05 09:00:00","2018-08-05 16:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.7527792","-117.1949018"
"2018 MPS Superheroe's 5K","50880","","ATHLETIC","The National MPS Society is hosting a 5k Run/Walk to coincide with the closing at a conference hosted by the Society. Proceeds from this fundraising event will benefit MPS research and family support programs.","Cancer Survivor Park","2018-08-05 07:00:00","2018-08-05 11:00:00","250","25","The National MPS Society","","North Harbor Drive & Spanish Landing Parking lot","32.7293076","-117.1997407"
"NPCA Bird Park Concert Series","50742","","CONCERTS","The concert series occurs in a community park setting where attendees can picnic, relax, get to
meet and socialize with their neighbors spontaneously dance and listen to the music.","Bird Park east of Morley Field in Balboa Park","2018-08-04 16:30:00","2018-08-04 20:00:00","950","25","North Park Community Association","www.northparksd.org","2705 Upas St","32.7408744","-117.1301472"
"Daily Food Trucks","51115","","FESTIVAL","You are in for a special treat! Every day this summer, one of San Diego’s most popular food trucks is serving up your favorite dishes during daytime hours on Village Place near Spanish Village in Balboa Park.","Village Place and Old Globe Way","2018-08-04 11:00:00","2018-08-04 16:00:00","","","Parks & Rec & Balboa Park Conservancy","www.balboaparkconservancy.org/project/daily-food-trucks-park/","Village Place and Old Globe Way","32.7328019","-117.147906"
"City Heights Farmer's Market (Every Saturday)","50109","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items
include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop! ","Wightman Street between 43rd Street and Fairmont Avenue","2018-08-04 09:00:00","2018-08-04 13:00:00","500","100","San Diego County Farm Bureau","www.sdfarmbureau.org","Wightman & 43rd Streets","32.7477532","-117.0999832"
"Old Town Artisan's Market","50383","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift
items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street","2018-08-04 09:00:00","2018-08-04 16:30:00","1,000","100","Old Town San Diego Chamber of Commerce","","Harney Street & San Diego Avenue","32.7527792","-117.1949018"
"The Mercato Little Italy's Farmers' Market","50007","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs,
flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The
Mercato also offers artisan foods and specialty items of all shapes and sizes.","W. Cedar St between Front St. and Kettner Blvd. for Phase I and transitioning to W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard for Phase II","2018-08-04 08:00:00","2018-08-04 14:00:00","1,500","400","Little Italy Association of San Diego","www.littleitalymercato.com","Cedar & Front Streets","32.7219778","-117.1615697"
"64th Annual Balboa Park 8-Miler","50858","","ATHLETIC","The 8 mile course travels through and around Balboa Park giving athletes a variety of travel
and a refreshing workout. The activity is sure to get your day off to a good start. ","Balboa Park (President's Way/Pan American Rd./Pan American Rd./El Prado/Cabrillo Bridge/Balboa Dr./Marston Loop/Bridle Trail/Upas St./Zoo Dr./Park Blvd./Upas St./Bridle Trail/Marston Loop/El Prado/Pan American Rd./Recital Hall ","2018-08-04 05:30:00","2018-08-04 09:30:00","1,000","40","San Diego Track Club","www.sdtc.com","Pan American East & Presidents Way ","32.709162199999994","-117.1534858"
"Point Loma Summer Concerts (Series)","50820","","CONCERTS","Residents in Point Loma can have an enjoyable evening at a free outdoor concert. Youth bands
will present their music first. Then, the professionals perform a variety of Motown, classic
rock, and pop music.","Point Loma Park at 1049 Catalina Blvd. near Varona St.","2018-08-03 17:30:00","2018-08-03 20:30:00","3,000","50","Point Loma Summer Concerts","www.plconcerts.org","1049 Catalina Blvd","32.7254294","-117.2447318"
"Food Truck Fridays","50667","","FARMERS","On Friday evenings from June 1 to September 28, visitors of all ages can enjoy live family friendly entertainment while eating gourmet treats from a rotating selection of more than a dozen food trucks parked on the Plaza de Panama and El Prado walkway from 4:00 to 8:00 p.m. ","Plaza de Panama and El Prado","2018-08-03 16:00:00","2018-08-03 20:00:00","2,000","60","Parks & Recreation","www.balboapark.org","1450 El Prado","32.7316611885","-117.151808969"
"Daily Food Trucks","50971","","FESTIVAL","You are in for a special treat! Every day this summer, one of San Diego’s most popular food trucks is serving up your favorite dishes during daytime hours on Village Place near Spanish Village in Balboa Park.","Village Place and Old Globe Way","2018-08-03 11:00:00","2018-08-03 16:00:00","","","Parks & Rec & Balboa Park Conservancy","www.balboaparkconservancy.org/project/daily-food-trucks-park/","Village Place and Old Globe Way","32.7328019","-117.147906"
"Screen on the Green","50543","","FESTIVAL","Enjoy a night under the stars in the Botanical Lawn located east of the Museum and a selection
of films inspired by current exhibitions. Grab a blanket, a picnic, bring a few friends, and be
sure to arrive early for a good seat on the lawn! ","Botanical Lawn East of Balboa Park","2018-08-02 20:00:00","2018-08-02 22:00:00","500","30","San Diego Museum of Art","www.sdmart.org","1549 El Prado","32.732482899999994","-117.149225"
"North Park Thursday Market","50057","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs,
artisan products, and craft vendors providing North Park residents and visitors with healthy
foods in a family oriented community gathering place. ","North Park Way between Granada Avenue and 30th
Street","2018-08-02 15:00:00","2018-08-02 19:30:00","900","70","North Park Main Street","www.northparkmarket.com","North Park Way & Granada Avenue ","32.7474103","-117.12662140000002"
"Daily Food Trucks","50970","","FESTIVAL","You are in for a special treat! Every day this summer, one of San Diego’s most popular food trucks is serving up your favorite dishes during daytime hours on Village Place near Spanish Village in Balboa Park.","Village Place and Old Globe Way","2018-08-02 11:00:00","2018-08-02 16:00:00","","","Parks & Rec & Balboa Park Conservancy","www.balboaparkconservancy.org/project/daily-food-trucks-park/","Village Place and Old Globe Way","32.7328019","-117.147906"
"Ocean Beach Certified Farmer's Market (Wednesdays)","50191","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items
include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared
foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2018-08-01 16:00:00","2018-08-01 20:00:00","1,200","60","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Street","32.7431327","-117.2449981"
"Daily Food Trucks","50969","","FESTIVAL","You are in for a special treat! Every day this summer, one of San Diego’s most popular food trucks is serving up your favorite dishes during daytime hours on Village Place near Spanish Village in Balboa Park.","Village Place and Old Globe Way","2018-08-01 11:00:00","2018-08-01 16:00:00","","","Parks & Rec & Balboa Park Conservancy","www.balboaparkconservancy.org/project/daily-food-trucks-park/","Village Place and Old Globe Way","32.7328019","-117.147906"
"Curbside Bites Food Truck Markets - Downtown Lunch","49812","","FARMERS","Every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve
lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you
like and it's quickly served. Anticipated Attendance: 300/day. Anticipated Participants: 25.
Location:"," B Street between India & Columbia Streets. ","2018-08-01 11:00:00","2018-08-01 14:00:00","300","30","Curbside Bites","www.curbsidebites.com","B & India Streets","32.715738","-117.1610838"
"Little Italy's Wednesday Farmers Market","50909","","FARMERS","The Little Italy's Wednesday Farmers Market is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The market also offers artisan foods and specialty items of all shapes and sizes.","Date Street between State Street and the cul-de-sac of Kettner Boulevard","2018-08-01 09:00:00","2018-08-01 13:00:00","1,200","80","Little Italy Association of San Diego","www.littleitalymercato.com","Date & State Streets","",""
"Pacific Beach Tuesday Farmers' Market","50485","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place.","Bayard Street between Grand and Garnet Avenues","2018-07-31 14:00:00","2018-07-31 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.7999983","-117.254587"
